,well_position,turbidity_600
0,C10,1.1946
1,C11,0.0389
2,C12,0.041
3,D1,0.0408
4,D2,0.0375
5,D3,0.0378
6,D4,0.041
7,D5,0.0384
8,D6,0.0384
9,D7,0.0529
10,D8,0.0378
11,D9,0.0379
