,well_position,334_373,334_384
0,G10,81395.0,95574.0
1,G11,115446.0,132806.0
2,G12,100769.0,116139.0
3,H1,145061.0,154242.0
4,H2,175130.0,207874.0
5,H3,160663.0,205211.0
6,H4,266355.0,334672.0
7,H5,186448.0,220125.0
8,H6,211998.0,252332.0
9,H7,44798.0,53475.0
10,H8,176060.0,195318.0
11,H9,250703.0,308907.0
