,well_position,turbidity_600
0,H1,0.0389
1,H2,0.0786
2,H3,0.273
3,H4,0.0386
4,H5,0.0384
5,H6,0.0384
6,H7,0.0391
7,H8,0.345
8,H9,0.0387
9,H10,0.0387
10,H11,1.2601
11,H12,0.0382
