,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H1,42150.0,57597.0,84,0.7318089483827283
1,H2,53004.0,74004.0,85,0.7162315550510783
2,H3,60859.0,85155.0,86,0.7146849862016323
3,H4,245247.0,318988.0,87,0.7688282944812971
4,H5,112147.0,133578.0,88,0.8395619039063319
5,H6,20676.0,25452.0,89,0.8123526638378123
6,H7,261766.0,340682.0,90,0.768358762717138
7,H8,75155.0,96095.0,91,0.7820906394713565
8,H9,147003.0,167943.0,92,0.8753148389632197
9,H10,187742.0,212518.0,93,0.8834169340949943
10,H11,63841.0,77554.0,94,0.8231812672460479
11,H12,143752.0,168621.0,95,0.8525154043683765
