,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H3,136703.0,150544.0,86,0.9080601020299713
1,H4,158509.0,179569.0,87,0.8827191775863317
2,H5,162442.0,194161.0,88,0.8366355756305334
3,H6,230344.0,293466.0,89,0.7849086435907396
4,H7,221157.0,283979.0,90,0.7787794167878611
5,H8,211612.0,274472.0,91,0.7709784604622694
6,H9,74431.0,91997.0,92,0.8090589910540561
7,H10,249548.0,286501.0,93,0.8710196474008817
8,H11,45433.0,62477.0,94,0.7271956079837381
9,H12,239982.0,274953.0,95,0.8728109895145716
