,well_position,turbidity_600,wellplate_index
0,H3,0.0385,86
1,H4,0.038,87
2,H5,0.0392,88
3,H6,0.0517,89
4,H7,0.039,90
5,H8,0.0386,91
6,H9,0.1607,92
7,H10,0.0388,93
8,H11,0.9227,94
9,H12,0.0377,95
