,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,B3,172448.0,206911.0,14,0.833440464740879
1,B4,110798.0,130562.0,15,0.8486236424074386
2,B5,197179.0,225656.0,16,0.8738034884957635
3,B6,229441.0,263217.0,17,0.8716800206673581
4,B7,229699.0,266212.0,18,0.8628423962856671
5,B8,157639.0,180961.0,19,0.8711214018490172
6,B9,280332.0,322196.0,20,0.8700666674943203
7,B10,211646.0,273743.0,21,0.7731558432544394
8,B11,130181.0,147194.0,22,0.8844178431186054
9,B12,173756.0,197636.0,23,0.8791718108036998
10,C1,91968.0,107507.0,24,0.8554605746602547
11,C2,95376.0,114254.0,25,0.8347716491326344
12,C3,166945.0,190864.0,26,0.8746804007041663
13,C4,153262.0,180788.0,27,0.8477443193132288
