,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,E11,189123.0,209656.0,58,0.9020633800129736
1,E12,129077.0,153474.0,59,0.8410349635768926
2,F1,92035.0,114911.0,60,0.8009241935062787
3,F2,167188.0,197438.0,61,0.8467873459009917
4,F3,86611.0,110666.0,62,0.7826342327363418
5,F4,203505.0,254423.0,63,0.7998687225604604
6,F5,226640.0,293939.0,64,0.7710443323274557
7,F6,158487.0,202834.0,65,0.7813630850843547
8,F7,195025.0,241573.0,66,0.8073129033459865
9,F8,171995.0,193955.0,67,0.8867778608440102
10,F9,81993.0,96707.0,68,0.8478496903016328
11,F10,33260.0,44033.0,69,0.7553425839711125
12,F11,181953.0,228246.0,70,0.7971793591125365
13,F12,266413.0,298637.0,71,0.8920964247564769
