,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,F11,139170.0,165378.0,70,0.8415266843231869
1,F12,163466.0,189450.0,71,0.8628450778569543
2,G1,176288.0,206517.0,72,0.8536246410707109
3,G2,165664.0,197800.0,73,0.8375328614762386
4,G3,173798.0,197539.0,74,0.8798161375728337
5,G4,272389.0,350578.0,75,0.7769711733194895
6,G5,263623.0,343236.0,76,0.7680517195166008
7,G6,19363.0,24820.0,77,0.7801369863013699
8,G7,195537.0,292003.0,78,0.6696403804070507
9,G8,28925.0,37538.0,79,0.7705525067931163
10,G9,67207.0,90946.0,80,0.7389769753480087
11,G10,220923.0,263816.0,81,0.8374131970767504
12,G11,154751.0,176660.0,82,0.8759821125325484
13,G12,170610.0,187852.0,83,0.9082149777484403
