,well_position,turbidity_600,wellplate_index
0,H1,0.3263,84
1,H2,0.382,85
2,H3,0.2863,86
3,H4,0.04,87
4,H5,0.1001,88
5,H6,1.3308,89
6,H7,0.0392,90
7,H8,0.215,91
8,H9,0.0393,92
9,H10,0.0383,93
10,H11,0.1728,94
11,H12,0.0609,95
