,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D9,44217.0,60172.0,44,0.7348434487801635
1,D10,60404.0,78241.0,45,0.7720248974322925
2,D11,203976.0,230532.0,46,0.8848055801363802
3,D12,253128.0,291813.0,47,0.8674322254320403
4,E1,243505.0,282062.0,48,0.8633031035729734
5,E2,224896.0,261356.0,49,0.8604967936454491
6,E3,199263.0,228685.0,50,0.8713426766075606
7,E4,218001.0,250962.0,51,0.8686613909675568
8,E5,215125.0,267901.0,52,0.8030018551629147
9,E6,195727.0,244877.0,53,0.7992869889781401
10,E7,191360.0,233108.0,54,0.8209070473771813
11,E8,275409.0,318161.0,55,0.865627779646154
12,E9,275711.0,317562.0,56,0.8682115618367436
13,E10,256128.0,291660.0,57,0.8781732153877803
