,well_position,turbidity_600,wellplate_index
0,D9,0.8209,44
1,D10,0.2303,45
2,D11,0.0382,46
3,D12,0.0382,47
4,E1,0.0393,48
5,E2,0.1288,49
6,E3,0.0626,50
7,E4,0.0502,51
8,E5,0.0384,52
9,E6,0.0382,53
10,E7,0.0384,54
11,E8,0.052,55
12,E9,0.0407,56
13,E10,0.0419,57
