,well_position,turbidity_600,wellplate_index
0,G1,0.0397,72
1,G2,0.038,73
2,G3,0.0381,74
3,G4,0.0381,75
4,G5,0.0387,76
5,G6,0.039,77
6,G7,0.038,78
7,G8,0.649,79
8,G9,0.0382,80
9,G10,0.6379,81
10,G11,0.0384,82
11,G12,0.0392,83
12,H1,0.0384,84
13,H2,0.0384,85
