,well_position,turbidity_600,wellplate_index
0,C5,0.3286,28
1,C6,0.7627,29
2,C7,0.0381,30
3,C8,0.0381,31
4,C9,2.7716,32
5,C10,0.8528,33
6,C11,0.0392,34
7,C12,2.3524,35
8,D1,0.3952,36
9,D2,0.0437,37
10,D3,0.472,38
11,D4,2.355,39
12,D5,0.2467,40
13,D6,0.1464,41
