,well_position,turbidity_600,wellplate_index
0,E9,0.598,56
1,E10,0.0689,57
2,E11,0.4344,58
3,E12,2.6915,59
4,F1,1.7113,60
5,F2,0.0425,61
6,F3,0.0382,62
7,F4,1.142,63
8,F5,0.4033,64
9,F6,0.1217,65
10,F7,0.1632,66
11,F8,0.3179,67
12,F9,0.7907,68
13,F10,1.7836,69
