,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,185259.0,207178.0,0,0.8942020870941896
1,A2,42528.0,54050.0,1,0.786827012025902
2,A3,144245.0,159828.0,2,0.9025014390469756
3,A4,31739.0,39708.0,3,0.7993099627279138
4,A5,41688.0,49541.0,4,0.8414848307462506
5,A6,209858.0,263648.0,5,0.7959779706275033
6,A7,179656.0,227002.0,6,0.7914291504039612
7,A8,187917.0,213747.0,7,0.8791561986834903
8,A9,180693.0,214295.0,8,0.8431974614433374
9,A10,32163.0,42225.0,9,0.7617051509769094
10,A11,51950.0,73283.0,10,0.7088956511059864
11,A12,244961.0,276047.0,11,0.8873887417722345
12,B1,196701.0,226311.0,12,0.8691623473892122
13,B2,157179.0,192388.0,13,0.8169896251325447
