,well_position,turbidity_600,wellplate_index
0,B3,0.0391,14
1,B4,0.1218,15
2,B5,0.0379,16
3,B6,0.0381,17
4,B7,0.0378,18
5,B8,0.0887,19
6,B9,0.038,20
7,B10,0.0389,21
8,B11,0.0391,22
9,B12,0.0417,23
10,C1,0.1278,24
11,C2,0.1535,25
12,C3,0.0726,26
13,C4,0.047,27
