,well_position,turbidity_600,wellplate_index
0,F11,0.1151,70
1,F12,0.1054,71
2,G1,0.0921,72
3,G2,0.1098,73
4,G3,0.044,74
5,G4,0.0379,75
6,G5,0.0398,76
7,G6,2.7047,77
8,G7,2.8002,78
9,G8,1.267,79
10,G9,0.4868,80
11,G10,0.0382,81
12,G11,0.0383,82
13,G12,0.039,83
