,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D7,265448.0,344486.0,42,0.7705625192315507
1,D8,263645.0,341128.0,43,0.772862385966558
2,D9,89528.0,108752.0,44,0.8232308371340297
3,D10,277941.0,360063.0,45,0.7719232467651495
4,D11,262721.0,303266.0,46,0.8663054875917512
5,D12,32277.0,41705.0,47,0.7739359788994126
6,E1,44690.0,54385.0,48,0.8217339339891514
7,E2,202446.0,250078.0,49,0.8095314261950272
8,E3,25124.0,31863.0,50,0.7885007689169256
9,E4,31741.0,41706.0,51,0.7610655541169137
10,E5,220137.0,250635.0,52,0.8783170746304387
11,E6,40715.0,52927.0,53,0.76926710374667
12,E7,254785.0,326402.0,54,0.780586516013995
13,E8,62437.0,81381.0,55,0.7672183924994778
