,well_position,turbidity_600,wellplate_index
0,H1,1.4494,84
1,H2,1.4357,85
2,H3,1.4295,86
3,H4,1.3358,87
4,H5,1.3248,88
5,H6,1.5501,89
6,H7,1.338,90
7,H8,1.5001,91
8,H9,1.4993,92
9,H10,1.4965,93
10,H11,1.4502,94
11,H12,1.4241,95
