,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,84593.0,92549.0,0,0.9140347275497304
1,A2,110415.0,135089.0,1,0.8173500433047842
2,A3,83718.0,85004.0,2,0.9848713001741094
3,A4,158119.0,179998.0,3,0.8784486494294381
4,A5,117360.0,130485.0,4,0.8994137257155995
5,A6,74699.0,76255.0,5,0.97959478067012
6,A7,92844.0,102213.0,6,0.9083384696662851
7,A8,119035.0,142820.0,7,0.8334617000420109
8,A9,70245.0,71646.0,8,0.9804455238254752
9,A10,121396.0,148055.0,9,0.819938536354733
10,A11,84601.0,94324.0,10,0.8969191298078962
11,A12,97494.0,103769.0,11,0.9395291464695622
12,B1,69938.0,68492.0,12,1.0211119546808387
13,B2,108201.0,120931.0,13,0.8947333603459824
14,B3,109455.0,123671.0,14,0.8850498500052559
15,B4,77470.0,81067.0,15,0.9556292942874413
16,B5,84804.0,93966.0,16,0.9024966477236447
17,B6,97680.0,113778.0,17,0.8585139482149449
18,B7,77929.0,83139.0,18,0.9373338625675074
19,B8,163384.0,185164.0,19,0.8823745436477933
20,B9,146105.0,164365.0,20,0.8889057889453351
21,B10,194528.0,225710.0,21,0.8618492756191574
22,B11,96445.0,105677.0,22,0.9126394579709871
23,B12,156021.0,198407.0,23,0.7863684245011516
24,C1,164285.0,185618.0,24,0.885070413429732
25,C2,110981.0,124098.0,25,0.8943012780222083
26,C3,165256.0,190201.0,26,0.8688492699828076
27,C4,121129.0,143333.0,27,0.8450880118325856
28,C5,152671.0,192162.0,28,0.7944911064622558
29,C6,160075.0,182145.0,29,0.8788327980455132
30,C7,126387.0,141315.0,30,0.8943636556628808
31,C8,50910.0,62593.0,31,0.8133497355934369
32,C9,88290.0,104583.0,32,0.8442098620234646
33,C10,121570.0,148416.0,33,0.8191165373005606
34,C11,78044.0,80648.0,34,0.9677115365539133
35,C12,66903.0,66146.0,35,1.0114443806125843
36,D1,111868.0,135541.0,36,0.8253443607469326
37,D2,39800.0,54809.0,37,0.7261581127187141
38,D3,25281.0,32207.0,38,0.7849535815195454
39,D4,100941.0,118346.0,39,0.852931235529718
40,D5,184506.0,240246.0,40,0.7679878124921955
41,D6,134279.0,167101.0,41,0.8035798708565478
42,D7,41796.0,56542.0,42,0.7392027165646776
43,D8,57629.0,84132.0,43,0.6849831217610421
