,well_position,turbidity_600,wellplate_index
0,D7,0.0384,42
1,D8,0.0478,43
2,D9,0.0383,44
3,D10,0.0379,45
4,D11,0.0459,46
5,D12,2.563,47
6,E1,1.2635,48
7,E2,0.0537,49
8,E3,0.0405,50
9,E4,0.0386,51
10,E5,1.2566,52
11,E6,2.4989,53
12,E7,0.0419,54
13,E8,0.0381,55
