,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D9,92793.0,100579.0,44,0.922588214239553
1,D10,16426.0,20464.0,45,0.8026778733385458
2,D11,181997.0,211037.0,46,0.8623937982439098
3,D12,61836.0,90014.0,47,0.6869598062523607
4,E1,47974.0,56938.0,48,0.8425655976676385
5,E2,83282.0,88699.0,49,0.9389282855500062
6,E3,11100.0,11987.0,50,0.9260031701009427
7,E4,82211.0,89359.0,51,0.9200080573864972
8,E5,16673.0,20468.0,52,0.8145886261481337
9,E6,89100.0,99173.0,53,0.8984300162342573
10,E7,30588.0,41483.0,54,0.7373622929874889
11,E8,39539.0,44469.0,55,0.8891362522206481
12,E9,139337.0,158740.0,56,0.8777686783419428
13,E10,95396.0,101925.0,57,0.9359430954132941
