,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,E9,153048.0,168455.0,56,0.9085393725327239
1,E10,24116.0,28892.0,57,0.8346947251834418
2,E11,117161.0,147910.0,58,0.7921100669325941
3,E12,23007.0,29653.0,59,0.7758742791623108
4,F1,136878.0,153080.0,60,0.8941599163835903
5,F2,120047.0,127781.0,61,0.9394745697717188
6,F3,19342.0,23097.0,62,0.8374247737801446
7,F4,95596.0,96114.0,63,0.9946105666188069
8,F5,122005.0,134663.0,64,0.9060023911542145
9,F6,20776.0,24324.0,65,0.8541358329222167
10,F7,117777.0,126618.0,66,0.9301758043880017
11,F8,45150.0,49236.0,67,0.9170119424811114
12,F9,116781.0,128596.0,68,0.9081231142492768
13,F10,13685.0,14196.0,69,0.9640039447731755
