,well_position,turbidity_600,wellplate_index
0,F11,2.0863,70
1,F12,0.0382,71
2,G1,2.4272,72
3,G2,0.0374,73
4,G3,2.2397,74
5,G4,2.356,75
6,G5,0.0383,76
7,G6,0.0387,77
8,G7,1.4947,78
9,G8,0.0389,79
10,G9,0.0391,80
11,G10,1.349,81
12,G11,0.0379,82
13,G12,0.1262,83
