,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,C5,20322.0,23455.0,28,0.8664250692816031
1,C6,22684.0,27296.0,29,0.8310375146541618
2,C7,135613.0,149548.0,30,0.9068192152352422
3,C8,15637.0,16699.0,31,0.9364033774477514
4,C9,21359.0,26127.0,32,0.8175067937382784
5,C10,85371.0,83410.0,33,1.0235103704591775
6,C11,112886.0,120736.0,34,0.9349821097270077
7,C12,102340.0,106352.0,35,0.9622762148337596
8,D1,70154.0,100565.0,36,0.6975985680902899
9,D2,15726.0,17120.0,37,0.9185747663551402
10,D3,17965.0,21891.0,38,0.8206568909597551
11,D4,19041.0,21232.0,39,0.8968067068575735
12,D5,22276.0,26153.0,40,0.8517569686078079
13,D6,26005.0,33509.0,41,0.7760601629412993
