,well_position,turbidity_600,wellplate_index
0,B3,2.4855,14
1,B4,1.1767,15
2,B5,0.0437,16
3,B6,0.1217,17
4,B7,0.0383,18
5,B8,0.0385,19
6,B9,0.0381,20
7,B10,0.0479,21
8,B11,0.6304,22
9,B12,0.0395,23
10,C1,0.0526,24
11,C2,0.0385,25
12,C3,0.0381,26
13,C4,0.1249,27
