,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D7,102932.0,108967.0,42,0.9446162599686143
1,D8,129301.0,141419.0,43,0.9143113725878418
2,D9,152266.0,167302.0,44,0.9101265974106705
3,D10,199720.0,223127.0,45,0.8950956181905372
4,D11,141083.0,152982.0,46,0.922219607535527
5,D12,19449.0,23930.0,47,0.8127455077308817
6,E1,14654.0,15304.0,48,0.957527443805541
7,E2,118173.0,124950.0,49,0.9457623049219688
8,E3,107917.0,112446.0,50,0.9597228892090426
9,E4,186310.0,204263.0,51,0.9121084092566936
10,E5,20245.0,23488.0,52,0.8619294959128065
11,E6,13059.0,14183.0,53,0.9207501938940986
12,E7,146482.0,159271.0,54,0.9197028963213643
13,E8,73027.0,69686.0,55,1.0479436328674339
