,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H3,17318.0,20778.0,86,0.8334777168158629
1,H4,23668.0,29909.0,87,0.7913337122605236
2,H5,22918.0,28658.0,88,0.7997068881289692
3,H6,24283.0,29482.0,89,0.8236551115935147
4,H7,22166.0,28259.0,90,0.7843872748504901
5,H8,26540.0,34358.0,91,0.7724547412538565
6,H9,12580.0,13681.0,92,0.9195234266500987
7,H10,19867.0,25574.0,93,0.7768436693516853
8,H11,13141.0,14626.0,94,0.8984684807876384
9,H12,20433.0,26925.0,95,0.7588857938718663
