,well_position,turbidity_600,wellplate_index
0,A1,1.1378,0
1,A2,1.1767,1
2,A3,1.1788,2
3,A4,1.1443,3
4,A5,2.4833,4
5,A6,0.0384,5
6,A7,2.4555,6
7,A8,2.5106,7
8,A9,1.0788,8
9,A10,2.517,9
10,A11,1.2745,10
11,A12,2.4894,11
12,B1,1.2336,12
13,B2,2.5293,13
