,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,G1,23568.0,31293.0,72,0.7531396798005944
1,G2,34753.0,46095.0,73,0.7539429439201649
2,G3,57036.0,79746.0,74,0.7152208261229404
3,G4,97126.0,106837.0,75,0.9091045237136947
4,G5,18607.0,22570.0,76,0.8244129375276916
5,G6,13185.0,15156.0,77,0.8699524940617577
6,G7,22967.0,29921.0,78,0.7675879816851041
7,G8,32609.0,43510.0,79,0.7494598942771776
8,G9,16392.0,19917.0,80,0.8230155143846964
9,G10,44008.0,62127.0,81,0.7083554654176123
10,G11,29180.0,38247.0,82,0.7629356550840589
11,G12,17473.0,22459.0,83,0.7779954583908455
12,H1,28147.0,36528.0,84,0.770559570740254
13,H2,114463.0,138337.0,85,0.8274214418413006
