,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,B3,31966.0,42130.0,14,0.7587467362924282
1,B4,30877.0,38238.0,15,0.8074951618808515
2,B5,108789.0,121004.0,16,0.8990529238702852
3,B6,58181.0,69348.0,17,0.8389715637076772
4,B7,218386.0,255229.0,18,0.8556472814609625
5,B8,118825.0,130938.0,19,0.9074905680551101
6,B9,101975.0,108721.0,20,0.9379512697638911
7,B10,98658.0,108667.0,21,0.9078929205738633
8,B11,16861.0,19285.0,22,0.874306455794659
9,B12,128071.0,145057.0,23,0.8829012043541504
10,C1,109049.0,124051.0,24,0.8790658680703904
11,C2,120257.0,133031.0,25,0.9039772684562245
12,C3,109646.0,115215.0,26,0.9516642798246756
13,C4,74904.0,89883.0,27,0.83335002169487
