,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,E11,112264.0,123764.0,58,0.9070812190944055
1,E12,119886.0,132289.0,59,0.9062431494682097
2,F1,9714.0,10464.0,60,0.9283256880733946
3,F2,15269.0,18284.0,61,0.8351017282870269
4,F3,13922.0,15914.0,62,0.8748271961794646
5,F4,22475.0,28641.0,63,0.7847142208721762
6,F5,15992.0,18533.0,64,0.8628932175039119
7,F6,28105.0,38214.0,65,0.7354634427173288
8,F7,77182.0,77361.0,66,0.9976861726192785
9,F8,65708.0,62932.0,67,1.0441111040488147
10,F9,12221.0,13883.0,68,0.8802852409421594
11,F10,64482.0,67986.0,69,0.9484599770540993
12,F11,20936.0,24525.0,70,0.8536595310907238
13,F12,72654.0,74734.0,71,0.9721679556828218
