,well_position,turbidity_600,wellplate_index
0,C5,1.222,28
1,C6,1.2644,29
2,C7,0.038,30
3,C8,1.2667,31
4,C9,1.3795,32
5,C10,0.0384,33
6,C11,0.0386,34
7,C12,0.0389,35
8,D1,0.7235,36
9,D2,1.2614,37
10,D3,2.5159,38
11,D4,1.2076,39
12,D5,1.2524,40
13,D6,2.5118,41
