,well_position,turbidity_600,wellplate_index
0,H3,1.3931,86
1,H4,1.3843,87
2,H5,1.227,88
3,H6,1.1739,89
4,H7,2.0087,90
5,H8,1.4273,91
6,H9,1.4921,92
7,H10,2.3377,93
8,H11,1.3976,94
9,H12,2.2527,95
