,well_position,turbidity_600,wellplate_index
0,D9,0.0459,44
1,D10,2.2389,45
2,D11,0.0378,46
3,D12,2.4153,47
4,E1,0.1256,48
5,E2,0.0382,49
6,E3,1.5994,50
7,E4,0.0566,51
8,E5,1.6942,52
9,E6,0.0421,53
10,E7,2.1182,54
11,E8,0.1414,55
12,E9,0.0397,56
13,E10,0.0455,57
