surf_A_conc_mm,surf_B_conc_mm,triangle_score,max_distance,second_largest_distance,triangle_area,triangle_vertices,rank
0.7244767560245694,0.43929207356083216,2.0491780037852947,1.1694681408665988,0.6623038333166861,0.06310286866211498,"(149, 12, 34)",1
1.086201944655605,0.4289504470004269,1.961257695373512,1.1694681408665988,0.9880466070699914,0.05780415449964732,"(149, 34, 156)",2
7.4021498981992515,0.5472285068892498,1.7586573106134098,1.3730190381752778,1.3136251041956406,0.03371909012479426,"(159, 85, 50)",3
7.4021498981992515,0.4111627906210969,1.7586573106134096,1.3730190381752778,0.728728308365531,0.03371909012479425,"(159, 49, 85)",4
1.9514233563996002,5.029430755072866,1.6693654849400428,1.8038168577540388,1.1820022250370463,0.01760291124680618,"(27, 113, 160)",5
4.8208710328940905,3.6607404267315724,1.5610763631727707,1.3843043230659486,1.0791161935922071,0.026136755043822006,"(104, 62, 92)",6
0.010241091404210496,8.67626532512579,1.5601504991819404,1.961231995809999,1.7618980119639516,0.0130059347624207,"(3, 105, 4)",7
1.4649182735534656,2.6156038026235477,1.5597547432282808,1.8201088988783498,1.0865337223536882,0.01509330700824125,"(53, 43, 154)",8
0.221315333383238,6.676120376164321,1.5527689088827532,1.406531659889363,0.7684661380887217,0.02504846694984715,"(73, 106, 115)",9
1.2399086794261611,2.3778638841769553,1.5346632182044422,1.8201088988783498,1.0138167213935514,0.014611605720744183,"(43, 59, 154)",10
8.077818624430229,0.03370220836690051,1.5294833257503169,1.57964358638211,1.278373253027586,0.01926805149988241,"(89, 29, 87)",11
9.773813240719463,0.8812386974711481,1.5278444293435216,1.3580839371942408,1.0808413268844774,0.026011869524841295,"(50, 84, 108)",12
0.2677820382415319,0.38280277553679454,1.518486538792835,0.8536668549139529,0.6985525476628469,0.06502967381210324,"(12, 136, 33)",13
0.2677820382415319,0.5877700329745215,1.5184865387928348,0.8536668549139529,0.8240227629934378,0.06502967381210323,"(12, 35, 136)",14
