volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.05,44.88000000000021,0.0006910861017266686,89930.09027081284,47.23999999999968,0.0005083306010855847,94664.29287863526,25.92582974433899,3.0042296687821993e-10
