volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.05,0.04526000000000039,0.0010170545708072317,-99.9092076228686,0.04833999999999996,0.00018547236990990322,-99.90302908726177,25.82001385688782,3.339553357404822e-10
