volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.5,0.49709999999999965,0.00010954451150077792,-99.9002808425276,0.0,0.0,0.0,15.69817156791687,292.45428919792175
0.75,0.7529799999999994,0.0017611359970202895,-99.89930056837179,0.0,0.0,0.0,17.640439176559447,341.01097941398615
