volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.05,43.85999999999939,0.0009308061022574765,-12.016048144434542,45.89999999999996,0.0008270429251249463,-7.9237713139419155,26.241315603256226,2.191388423907343e-10
