volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.02,,,,,,,0.011338424682617188,0.9818124244121744
0.05,,,,,,,0.01168828010559082,0.9818061760649799
0.1,,,,,,,0.010945272445678712,0.9818194435185069
0.15,,,,,,,0.010496091842651368,0.9818274596679615
0.2,,,,,,,0.011442279815673828,0.981810569800313
