volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.025,0.01986000000000061,0.0004317406628988343,-99.92032096288867,0.0,0.0,0.0,10.977632617950439,174.440815448761
0.05,0.044679999999999255,0.00013266499161449595,-99.91037111334002,0.0,0.0,0.0,12.800373554229736,220.0093388557434
0.1,0.09420000000000002,0.00022803508501991932,-99.90551654964894,0.0,0.0,0.0,12.039125204086304,200.9781301021576
0.2,0.19666000000000033,0.0002870540018877745,-99.90137412236709,0.0,0.0,0.0,12.359471940994263,208.98679852485657
