volume_mL,mean_mass_a,std_mass_a,deviation_a,mean_mass_b,std_mass_b,deviation_b,time_per_replicate,time_score
0.005,0.0036000000000004917,0.00016733200530642513,-99.92778335005013,0.0,0.0,0.0,16.679954385757448,3.1128946822918607e-06
0.01,0.007859999999999801,0.0009911609354696096,-99.92116349047141,0.0,0.0,0.0,14.277535486221314,3.439601364108181e-05
0.02,0.018280000000000386,0.0003709447398201321,-99.90832497492477,0.0,0.0,0.0,14.159617567062378,3.8700568489713344e-05
0.03,0.027520000000000166,0.0008133879763069208,-99.90799063858242,0.0,0.0,0.0,13.880960702896118,5.113650968053124e-05
0.05,0.0475200000000001,0.00017204650534098845,-99.9046740220662,0.0,0.0,0.0,14.478763675689697,2.8126684588037732e-05
