vial,index,vial name,open,vial volume (mL)
0,HPLC_Water,True,6
1,1M_HCL,True,6
2,AL-1-47D,True,4.88
3,AL-1-45D-BD,True,6.84
4,AL-1-45D-AD,True,5.44
5,AL-1-45E-BD,True,5.44
