vial_index,vial_name,location,location_index,vial_volume,capped,cap_type,vial_type,home_location,home_location_index
0,Sample,main_8mL_rack,47,1.52,False,none,8_mL,main_8mL_rack,47
1,Water,large_vial_rack,4,18.739999999999995,False,none,20_mL,large_vial_rack,4
2,Red,large_vial_rack,1,18.339999999999996,False,none,20_mL,large_vial_rack,1
3,Yellow,large_vial_rack,5,18.41,False,none,20_mL,large_vial_rack,5
4,Blue,large_vial_rack,2,18.569999999999997,False,none,20_mL,large_vial_rack,2
5,Wash,large_vial_rack,3,17.5,False,none,20_mL,large_vial_rack,3
6,Recreate,main_8mL_rack,46,0.0,True,open,8_mL,main_8mL_rack,46
