vial_index,vial_name,location,location_index,vial_volume,capped,cap_type,vial_type,home_location,home_location_index
0,heated_liquid_source_0,large_vial_rack,0,10.0,False,open,20_mL,large_vial_rack,0
1,measurement_vial_0,main_8mL_rack,2,0.0,True,open,8_mL,main_8mL_rack,2
