vial_index,vial_name,location,location_index,vial_volume,capped,cap_type,vial_type,home_location,home_location_index,notes
0,V0,main_8mL_rack,43,2.0,True,open,8_mL,main_8mL_rack,43,
5,V1,main_8mL_rack,44,2.0,True,open,8_mL,main_8mL_rack,44,
6,V2,main_8mL_rack,45,2.0,True,open,8_mL,main_8mL_rack,45,
7,V3,main_8mL_rack,46,1.85,True,open,8_mL,main_8mL_rack,46,
