vial_index,vial_name,location,location_index,vial_volume,capped,cap_type,vial_type,home_location,home_location_index,notes
0,sand_vial,main_8mL_rack,20,2.0,True,open,8_mL,main_8mL_rack,20,Vial pre-loaded with sand/clay material
1,organic_mix_vial,main_8mL_rack,21,3.0,True,open,8_mL,main_8mL_rack,21,Organic solvent + pyrene + oil mixture
2,aqueous_stock,large_vial_rack,0,20.0,True,open,20_mL,large_vial_rack,0,Aqueous extraction solution stock
3,water_vial,large_vial_rack,1,20.0,True,open,20_mL,large_vial_rack,1,Ultrapure water for dilution
4,extraction_vial,main_8mL_rack,22,0.0,True,open,8_mL,main_8mL_rack,22,Working vial for extraction steps
