vial_index,vial_name,location,location_index,vial_volume,capped,cap_type,vial_type,home_location,home_location_index
0,water,main_8mL_rack,0,5.0,True,open,8_mL,main_8mL_rack,12
1,SDS_stock,main_8mL_rack,44,5.0,True,open,8_mL,main_8mL_rack,44
2,measurement_vial_2,main_8mL_rack,2,0.0,True,open,8_mL,main_8mL_rack,2
3,measurement_vial_3,main_8mL_rack,3,-0.8,True,open,8_mL,main_8mL_rack,3
4,measurement_vial_4,main_8mL_rack,0,0.0,True,open,8_mL,main_8mL_rack,0
5,liquid_source_2,large_vial_rack,2,10.000000000000002,False,open,20_mL,large_vial_rack,2
6,liquid_source_1,large_vial_rack,0,8.000000000000004,False,open,20_mL,large_vial_rack,0
