,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,E11,61089.0,82230.0,58,0.7429040496169281
1,E12,21832.0,27563.0,59,0.7920763342161593
2,F1,182985.0,221170.0,60,0.8273500022607044
3,F2,18472.0,22800.0,61,0.8101754385964912
4,F3,31126.0,38925.0,62,0.7996403339755941
5,F4,96566.0,115708.0,63,0.8345663221212016
6,F5,116254.0,141831.0,64,0.8196656584244629
7,F6,80761.0,107750.0,65,0.749522041763341
8,F7,22087.0,27782.0,66,0.7950111583039378
9,F8,70704.0,67823.0,67,1.0424782153546732
10,F9,24651.0,31425.0,68,0.7844391408114558
11,F10,68864.0,78406.0,69,0.8783001300920847
12,F11,107742.0,107970.0,70,0.9978883023061962
13,F12,101772.0,104533.0,71,0.9735872882247711
