,well_position,turbidity_600,wellplate_index
0,C5,2.3058,28
1,C6,0.2874,29
2,C7,0.549,30
3,C8,1.9323,31
4,C9,1.2672,32
5,C10,0.1094,33
6,C11,0.1044,34
7,C12,0.8865,35
8,D1,0.1697,36
9,D2,2.4843,37
10,D3,0.2067,38
11,D4,0.2791,39
12,D5,0.0813,40
13,D6,0.0406,41
