,well_position,turbidity_600,wellplate_index
0,E9,0.0582,56
1,E10,0.4965,57
2,E11,0.2586,58
3,E12,0.0627,59
4,F1,0.2006,60
5,F2,0.3358,61
6,F3,0.1758,62
7,F4,1.8561,63
8,F5,0.2308,64
9,F6,0.0753,65
10,F7,0.324,66
11,F8,0.0496,67
12,F9,0.0785,68
13,F10,0.0887,69
