,well_position,turbidity_600,wellplate_index
0,G1,0.1317,72
1,G2,0.1315,73
2,G3,0.224,74
3,G4,0.6236,75
4,G5,0.0416,76
5,G6,0.1588,77
6,G7,1.8853,78
7,G8,0.3479,79
8,G9,0.1358,80
9,G10,0.6525,81
10,G11,0.0646,82
11,G12,0.0486,83
12,H1,0.7849,84
13,H2,0.0977,85
