,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H1,107026.0,126949.0,84,0.843062962291944
1,H2,80771.0,96396.0,85,0.8379082119590024
2,H3,72582.0,89358.0,86,0.8122607936614517
3,H4,25582.0,30145.0,87,0.8486316138663128
4,H5,85791.0,98642.0,88,0.8697208085805235
5,H6,36675.0,45176.0,89,0.811824862758987
6,H7,69083.0,81437.0,90,0.8482999128160419
7,H8,48480.0,60276.0,91,0.8043002189926339
8,H9,118386.0,132467.0,92,0.8937018276249934
9,H10,60148.0,80488.0,93,0.7472915217175231
10,H11,16109.0,17561.0,94,0.9173167815044702
11,H12,102283.0,97107.0,95,1.0533020276602099
