,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,B3,28786.0,37613.0,14,0.7653205008906495
1,B4,31663.0,42304.0,15,0.7484635022692889
2,B5,112042.0,136108.0,16,0.8231845299321128
3,B6,29426.0,32796.0,17,0.8972435662885718
4,B7,91164.0,86997.0,18,1.0478982033863236
5,B8,35053.0,46274.0,19,0.7575096166313696
6,B9,114244.0,118640.0,20,0.9629467296021578
7,B10,114799.0,130861.0,21,0.8772590764246032
8,B11,202496.0,229682.0,22,0.8816363493874139
9,B12,115657.0,126120.0,23,0.9170393276244846
10,C1,150076.0,179988.0,24,0.8338111429650865
11,C2,23531.0,28152.0,25,0.8358553566354078
12,C3,104261.0,105488.0,26,0.9883683452146216
13,C4,138222.0,169599.0,27,0.8149930129305007
