,well_position,turbidity_600,wellplate_index
0,H3,0.0673,86
1,H4,0.052,87
2,H5,0.0449,88
3,H6,1.9038,89
4,H7,0.0439,90
5,H8,0.4733,91
6,H9,0.1755,92
7,H10,0.0525,93
8,H11,0.2086,94
9,H12,0.1912,95
