,well_position,turbidity_600,wellplate_index
0,D7,0.4445,42
1,D8,0.1644,43
2,D9,0.1825,44
3,D10,0.1612,45
4,D11,0.0913,46
5,D12,2.2192,47
6,E1,0.5482,48
7,E2,0.216,49
8,E3,0.2064,50
9,E4,0.3031,51
10,E5,0.0907,52
11,E6,0.0565,53
12,E7,0.2704,54
13,E8,0.2083,55
