,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,F11,64766.0,75595.0,70,0.856749785038693
1,F12,84706.0,96157.0,71,0.880913506037002
2,G1,123683.0,131896.0,72,0.9377312427973555
3,G2,57043.0,74459.0,73,0.7660994641346244
4,G3,42313.0,52093.0,74,0.8122588447584128
5,G4,61347.0,79630.0,75,0.770400602787894
6,G5,21586.0,25867.0,76,0.8344995554181003
7,G6,56301.0,79600.0,77,0.7072989949748744
8,G7,30110.0,39614.0,78,0.7600848184985106
9,G8,85725.0,109218.0,79,0.7848980937208152
10,G9,38750.0,53165.0,80,0.7288629737609329
11,G10,28167.0,34281.0,81,0.8216504769405794
12,G11,17597.0,21325.0,82,0.8251817116060961
13,G12,41262.0,53142.0,83,0.776448007225923
