,well_position,turbidity_600,wellplate_index
0,A1,0.1697,0
1,A2,0.127,1
2,A3,1.7846,2
3,A4,0.0547,3
4,A5,0.2649,4
5,A6,0.2976,5
6,A7,0.1416,6
7,A8,0.33,7
8,A9,0.0509,8
9,A10,0.0992,9
10,A11,0.0627,10
11,A12,0.1715,11
12,B1,0.3102,12
13,B2,0.0945,13
