,well_position,turbidity_600,wellplate_index
0,B3,2.5439,14
1,B4,2.0654,15
2,B5,0.1068,16
3,B6,0.4249,17
4,B7,0.0519,18
5,B8,0.3904,19
6,B9,0.0386,20
7,B10,0.0556,21
8,B11,0.0453,22
9,B12,0.0552,23
10,C1,0.0516,24
11,C2,0.875,25
12,C3,0.0401,26
13,C4,0.0756,27
