,well_position,turbidity_600,wellplate_index
0,H1,0.0961,84
1,H2,0.0987,85
2,H3,0.1824,86
3,H4,0.445,87
4,H5,0.1108,88
5,H6,0.4479,89
6,H7,0.2274,90
7,H8,0.1913,91
8,H9,0.0617,92
9,H10,0.2263,93
10,H11,1.9356,94
11,H12,0.0487,95
