,well_position,turbidity_600,wellplate_index
0,E11,0.3267,58
1,E12,1.8632,59
2,F1,0.0443,60
3,F2,2.0022,61
4,F3,0.6789,62
5,F4,0.104,63
6,F5,0.1236,64
7,F6,0.2381,65
8,F7,0.8279,66
9,F8,0.0876,67
10,F9,1.4666,68
11,F10,0.1767,69
12,F11,0.0428,70
13,F12,0.0594,71
