,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H3,101704.0,113823.0,86,0.8935276701545382
1,H4,104768.0,108420.0,87,0.9663161778269692
2,H5,138785.0,154171.0,88,0.900201724059648
3,H6,35863.0,49040.0,89,0.7313009787928222
4,H7,117318.0,121560.0,90,0.9651036525172754
5,H8,22156.0,25470.0,91,0.8698861405575187
6,H9,39532.0,39987.0,92,0.988621301923125
7,H10,104748.0,105632.0,93,0.9916313238412602
8,H11,39612.0,36616.0,94,1.0818221542495083
9,H12,38833.0,38284.0,95,1.0143401943370598
